nome,sexo,total,ano
Maira,M,5,1986
Makana,M,5,1986
Makenzie,M,5,1986
Makoto,M,5,1986
Malcolmjamal,M,5,1986
Manning,M,5,1986
Manuelito,M,5,1986
Marbin,M,5,1986
Marcal,M,5,1986
Marcelles,M,5,1986
Marcellino,M,5,1986
Marcua,M,5,1986
Marcys,M,5,1986
Mareo,M,5,1986
Marian,M,5,1986
Marilyn,M,5,1986
Markandrew,M,5,1986
Markeese,M,5,1986
Markian,M,5,1986
Markice,M,5,1986
Markquis,M,5,1986
Marlene,M,5,1986
Maro,M,5,1986
Marqueis,M,5,1986
Marquest,M,5,1986
Marquinn,M,5,1986
Marshel,M,5,1986
Maruice,M,5,1986
Masashi,M,5,1986
Mateen,M,5,1986
Mathhew,M,5,1986
Matthen,M,5,1986
Matthue,M,5,1986
Mavin,M,5,1986
Mcclain,M,5,1986
Mcdonald,M,5,1986
Mcihael,M,5,1986
Mehran,M,5,1986
Merl,M,5,1986
Messiah,M,5,1986
Micaiah,M,5,1986
Michaelchristop,M,5,1986
Michon,M,5,1986
Mickeal,M,5,1986
Mickie,M,5,1986
Milam,M,5,1986
Milas,M,5,1986
Mills,M,5,1986
Miqueas,M,5,1986
Missael,M,5,1986
Mondale,M,5,1986
Montario,M,5,1986
Montay,M,5,1986
Montrey,M,5,1986
Moody,M,5,1986
Morice,M,5,1986
Muammar,M,5,1986
Muhamad,M,5,1986
Mustafah,M,5,1986
Mycah,M,5,1986
Mykle,M,5,1986
Mylan,M,5,1986
Mylon,M,5,1986
Nang,M,5,1986
Naoki,M,5,1986
Nasario,M,5,1986
Naser,M,5,1986
Nashon,M,5,1986
Natale,M,5,1986
Navdeep,M,5,1986
Navin,M,5,1986
Nazaret,M,5,1986
Nazim,M,5,1986
Nello,M,5,1986
Nemesio,M,5,1986
Nevan,M,5,1986
Newell,M,5,1986
Niccolo,M,5,1986
Nichlos,M,5,1986
Nichoas,M,5,1986
Nickoles,M,5,1986
Niket,M,5,1986
Nikitas,M,5,1986
Nikkolas,M,5,1986
Nikolis,M,5,1986
Nikolos,M,5,1986
Nilay,M,5,1986
Nilesh,M,5,1986
Nilton,M,5,1986
Nimit,M,5,1986
Nimrod,M,5,1986
Niral,M,5,1986
Noemi,M,5,1986
Nohe,M,5,1986
Nora,M,5,1986
Normand,M,5,1986
Nou,M,5,1986
Nunzio,M,5,1986
Nykolas,M,5,1986
Odin,M,5,1986
Olawale,M,5,1986
Olga,M,5,1986
Omri,M,5,1986
Onassis,M,5,1986
Ondre,M,5,1986
Oneill,M,5,1986
Oniel,M,5,1986
Oracio,M,5,1986
Orland,M,5,1986
Orlin,M,5,1986
Orpheus,M,5,1986
Orrey,M,5,1986
Ose,M,5,1986
Osei,M,5,1986
Osmin,M,5,1986
Osmond,M,5,1986
Ossie,M,5,1986
Otho,M,5,1986
Paola,M,5,1986
Pardeep,M,5,1986
Paresh,M,5,1986
Park,M,5,1986
Parth,M,5,1986
Pastor,M,5,1986
Patsy,M,5,1986
Paublo,M,5,1986
Pedrum,M,5,1986
Perla,M,5,1986
Ponce,M,5,1986
Pranav,M,5,1986
Prashant,M,5,1986
Prem,M,5,1986
Prestin,M,5,1986
Primo,M,5,1986
Puneet,M,5,1986
Quadir,M,5,1986
Quame,M,5,1986
Quante,M,5,1986
Quaron,M,5,1986
Quashon,M,5,1986
Qui,M,5,1986
Quince,M,5,1986
Quindell,M,5,1986
Quint,M,5,1986
Quintine,M,5,1986
Ra,M,5,1986
Rachelle,M,5,1986
Raffeal,M,5,1986
Rafi,M,5,1986
Raheel,M,5,1986
Rahil,M,5,1986
Raimundo,M,5,1986
Raine,M,5,1986
Rajah,M,5,1986
Rajendra,M,5,1986
Rakim,M,5,1986
Ramadan,M,5,1986
Ramzey,M,5,1986
Ran,M,5,1986
Randeep,M,5,1986
Randen,M,5,1986
Randol,M,5,1986
Rangel,M,5,1986
Ranjeet,M,5,1986
Rashade,M,5,1986
Rasheid,M,5,1986
Rasheim,M,5,1986
Rason,M,5,1986
Raydell,M,5,1986
Read,M,5,1986
Rebeca,M,5,1986
Reko,M,5,1986
Rennie,M,5,1986
Rhian,M,5,1986
Rial,M,5,1986
Ridley,M,5,1986
Rikin,M,5,1986
Riordan,M,5,1986
Rishad,M,5,1986
Rishaun,M,5,1986
River,M,5,1986
Robel,M,5,1986
Rober,M,5,1986
Robertjohn,M,5,1986
Robeto,M,5,1986
Rockford,M,5,1986
Rodell,M,5,1986
Rodman,M,5,1986
Rody,M,5,1986
Rolanda,M,5,1986
Romain,M,5,1986
Romano,M,5,1986
Romney,M,5,1986
Romon,M,5,1986
Romond,M,5,1986
Rondel,M,5,1986
Rondy,M,5,1986
Ronel,M,5,1986
Rorey,M,5,1986
Rosco,M,5,1986
Rotimi,M,5,1986
Rowell,M,5,1986
Royston,M,5,1986
Ruan,M,5,1986
Rumaldo,M,5,1986
Rupesh,M,5,1986
Ryane,M,5,1986
Ryant,M,5,1986
Ryna,M,5,1986
Ryo,M,5,1986
Sadiq,M,5,1986
Samiuela,M,5,1986
Sandon,M,5,1986
Santanna,M,5,1986
Saquan,M,5,1986
Saroeun,M,5,1986
Sasan,M,5,1986
Sascha,M,5,1986
Saurabh,M,5,1986
Savvas,M,5,1986
Schneider,M,5,1986
Schylar,M,5,1986
Sea,M,5,1986
Sederick,M,5,1986
Segio,M,5,1986
Segundo,M,5,1986
Seith,M,5,1986
Selby,M,5,1986
Sequoya,M,5,1986
Seville,M,5,1986
Shadd,M,5,1986
Shadie,M,5,1986
Shadron,M,5,1986
Shahed,M,5,1986
Shahram,M,5,1986
Shakim,M,5,1986
Shamarcus,M,5,1986
Shamari,M,5,1986
Shamarr,M,5,1986
Shameek,M,5,1986
Shana,M,5,1986
Shanard,M,5,1986
Shannan,M,5,1986
Shanta,M,5,1986
Shanti,M,5,1986
Shaon,M,5,1986
Shaunte,M,5,1986
Shavon,M,5,1986
Shawan,M,5,1986
Shawna,M,5,1986
Shawndell,M,5,1986
Shawnta,M,5,1986
Shawntae,M,5,1986
Shaylon,M,5,1986
Shellie,M,5,1986
Sheppard,M,5,1986
Sherif,M,5,1986
Shermon,M,5,1986
Shey,M,5,1986
Shimshon,M,5,1986
Shiraz,M,5,1986
Shirley,M,5,1986
Shivam,M,5,1986
Shivan,M,5,1986
Shoaib,M,5,1986
Shondale,M,5,1986
Shone,M,5,1986
Shyron,M,5,1986
Silvia,M,5,1986
Skeeter,M,5,1986
Sokha,M,5,1986
Sonnie,M,5,1986
Staley,M,5,1986
Stanely,M,5,1986
Starr,M,5,1986
Stepehen,M,5,1986
Stinson,M,5,1986
Stirling,M,5,1986
Stony,M,5,1986
Suzanne,M,5,1986
Sylas,M,5,1986
Sylvanus,M,5,1986
Syrus,M,5,1986
Tadarius,M,5,1986
Tahir,M,5,1986
Taji,M,5,1986
Takayuki,M,5,1986
Talbert,M,5,1986
Talen,M,5,1986
Tamel,M,5,1986
Tania,M,5,1986
Tarique,M,5,1986
Tarrin,M,5,1986
Tarron,M,5,1986
Tarvarus,M,5,1986
Tatiana,M,5,1986
Taurino,M,5,1986
Tavaras,M,5,1986
Tavarris,M,5,1986
Taven,M,5,1986
Tavian,M,5,1986
Taylon,M,5,1986
Tayon,M,5,1986
Teddrick,M,5,1986
Temitope,M,5,1986
Terreal,M,5,1986
Terrod,M,5,1986
Terrol,M,5,1986
Terrylee,M,5,1986
Teryn,M,5,1986
Texas,M,5,1986
Thayer,M,5,1986
Theadore,M,5,1986
Theopolis,M,5,1986
Tho,M,5,1986
Thoeun,M,5,1986
Thomasjames,M,5,1986
Thomson,M,5,1986
Tiawan,M,5,1986
Tilman,M,5,1986
Tilmon,M,5,1986
Timon,M,5,1986
Timothee,M,5,1986
Tin,M,5,1986
Tion,M,5,1986
Tipton,M,5,1986
Tiras,M,5,1986
Tiron,M,5,1986
Todrick,M,5,1986
Tomislav,M,5,1986
Torance,M,5,1986
Torsten,M,5,1986
Traci,M,5,1986
Trai,M,5,1986
Tramane,M,5,1986
Tramon,M,5,1986
Trampus,M,5,1986
Travelle,M,5,1986
Travious,M,5,1986
Treaver,M,5,1986
Trek,M,5,1986
Tremond,M,5,1986
Trevante,M,5,1986
Trevino,M,5,1986
Trista,M,5,1986
Tristram,M,5,1986
Trovon,M,5,1986
Trustin,M,5,1986
Turrell,M,5,1986
Twan,M,5,1986
Tyeson,M,5,1986
Tyke,M,5,1986
Tyle,M,5,1986
Tynell,M,5,1986
Tyquon,M,5,1986
Tyrane,M,5,1986
Uber,M,5,1986
Udell,M,5,1986
Unique,M,5,1986
Uvaldo,M,5,1986
Valeria,M,5,1986
Valeriano,M,5,1986
Vannara,M,5,1986
Vegas,M,5,1986
Verne,M,5,1986
Veron,M,5,1986
Vertis,M,5,1986
Vicky,M,5,1986
Vinit,M,5,1986
Vinnie,M,5,1986
Violeta,M,5,1986
Viviana,M,5,1986
Volney,M,5,1986
Vondre,M,5,1986
Vyron,M,5,1986
Waco,M,5,1986
Wanda,M,5,1986
Wasif,M,5,1986
Westen,M,5,1986
Wheeler,M,5,1986
Whit,M,5,1986
Willi,M,5,1986
Willliam,M,5,1986
Wilner,M,5,1986
Wing,M,5,1986
Winson,M,5,1986
Winton,M,5,1986
Wlliam,M,5,1986
Woodie,M,5,1986
Wray,M,5,1986
Xuan,M,5,1986
Xue,M,5,1986
Yaacov,M,5,1986
Yale,M,5,1986
Yaniv,M,5,1986
Yann,M,5,1986
Yannis,M,5,1986
Yashar,M,5,1986
Yasmin,M,5,1986
Yazeed,M,5,1986
Yekusiel,M,5,1986
Yohance,M,5,1986
Yohannes,M,5,1986
Yohsuke,M,5,1986
Yong,M,5,1986
Yoni,M,5,1986
Yovanny,M,5,1986
Yuta,M,5,1986
Zabdiel,M,5,1986
Zachrey,M,5,1986
Zackry,M,5,1986
Zaire,M,5,1986
Zan,M,5,1986
Zayne,M,5,1986
Zebulen,M,5,1986
Zef,M,5,1986
Zephyr,M,5,1986
Zerrick,M,5,1986
Zeus,M,5,1986
Zia,M,5,1986
Zoe,M,5,1986
Zoilo,M,5,1986
Zollie,M,5,1986
Zubair,M,5,1986
Jessica,F,55985,1987
Ashley,F,54840,1987
Amanda,F,41785,1987
Jennifer,F,32693,1987
Sarah,F,27883,1987
Stephanie,F,22398,1987
Brittany,F,22224,1987
Nicole,F,20281,1987
Heather,F,18980,1987
Elizabeth,F,18601,1987
Samantha,F,17937,1987
Megan,F,17825,1987
Melissa,F,17669,1987
Danielle,F,17001,1987
Amber,F,16747,1987
Lauren,F,16706,1987
Rachel,F,15642,1987
Tiffany,F,14745,1987
Emily,F,14711,1987
Christina,F,13815,1987
Kimberly,F,13031,1987
Michelle,F,13028,1987
Laura,F,13026,1987
Amy,F,11786,1987
Rebecca,F,11628,1987
Crystal,F,11003,1987
Kayla,F,10575,1987
Katherine,F,10430,1987
Sara,F,10086,1987
Kelly,F,9861,1987
Erica,F,9325,1987
Whitney,F,8923,1987
Courtney,F,8905,1987
Erin,F,8849,1987
Angela,F,8580,1987
Andrea,F,8489,1987
Mary,F,8395,1987
Katie,F,8192,1987
Jamie,F,7915,1987
Lisa,F,7549,1987
Lindsey,F,7452,1987
Kristen,F,7360,1987
Vanessa,F,7345,1987
Allison,F,7341,1987
Shannon,F,6966,1987
Alicia,F,6777,1987
Chelsea,F,6631,1987
Christine,F,6617,1987
Lindsay,F,6528,1987
Victoria,F,6251,1987
Kathryn,F,6235,1987
Anna,F,6162,1987
Maria,F,5667,1987
Jacqueline,F,5625,1987
Kristin,F,5462,1987
Natalie,F,5328,1987
Jenna,F,5303,1987
April,F,5294,1987
Alexandra,F,5218,1987
Alyssa,F,5130,1987
Brittney,F,5129,1987
Kristina,F,5017,1987
Caitlin,F,4990,1987
Monica,F,4808,1987
Julie,F,4739,1987
Hannah,F,4592,1987
Kelsey,F,4572,1987
Cassandra,F,4555,1987
Tara,F,4443,1987
Krystal,F,4382,1987
Holly,F,4256,1987
Kathleen,F,4163,1987
Natasha,F,4127,1987
Catherine,F,4104,1987
Erika,F,3993,1987
Patricia,F,3912,1987
Kendra,F,3841,1987
Meghan,F,3769,1987
Jasmine,F,3724,1987
Veronica,F,3616,1987
Casey,F,3581,1987
Leah,F,3452,1987
Dana,F,3420,1987
Cynthia,F,3391,1987
Diana,F,3352,1987
Julia,F,3326,1987
Bethany,F,3294,1987
Brandi,F,3244,1987
Leslie,F,3195,1987
Margaret,F,3143,1987
Mallory,F,3140,1987
Brandy,F,3032,1987
Valerie,F,2962,1987
Brooke,F,2957,1987
Morgan,F,2924,1987
Felicia,F,2911,1987
Molly,F,2889,1987
Rachael,F,2831,1987
Jillian,F,2794,1987
Alison,F,2770,1987
Stacy,F,2748,1987
Melanie,F,2743,1987
Stacey,F,2710,1987
Kara,F,2699,1987
Katrina,F,2612,1987
Angelica,F,2602,1987
Karen,F,2579,1987
Krista,F,2550,1987
Marissa,F,2545,1987
Sabrina,F,2542,1987
Nichole,F,2537,1987
Ashlee,F,2467,1987
Alexis,F,2458,1987
Dominique,F,2444,1987
Sandra,F,2410,1987
Jaclyn,F,2404,1987
Lacey,F,2399,1987
Alisha,F,2392,1987
Carrie,F,2388,1987
Candace,F,2328,1987
Candice,F,2290,1987
Brianna,F,2287,1987
Gina,F,2267,1987
Desiree,F,2251,1987
Susan,F,2248,1987
Nancy,F,2235,1987
Katelyn,F,2219,1987
Brenda,F,2151,1987
Latoya,F,2151,1987
Monique,F,2116,1987
Kelli,F,2109,1987
Denise,F,2103,1987
Joanna,F,2054,1987
Renee,F,2048,1987
Caroline,F,2044,1987
Meagan,F,2003,1987
Abigail,F,2001,1987
Yesenia,F,2001,1987
Tracy,F,1990,1987
Miranda,F,1979,1987
Kaitlin,F,1958,1987
Linda,F,1930,1987
Melinda,F,1921,1987
Heidi,F,1912,1987
Robin,F,1911,1987
Jordan,F,1901,1987
Anne,F,1868,1987
Meredith,F,1815,1987
Carolyn,F,1812,1987
Tina,F,1810,1987
Tabitha,F,1808,1987
Sasha,F,1800,1987
Pamela,F,1783,1987
Teresa,F,1781,1987
Cassie,F,1755,1987
Tanya,F,1751,1987
Ebony,F,1748,1987
Colleen,F,1745,1987
Theresa,F,1742,1987
Tamara,F,1735,1987
Rebekah,F,1732,1987
Misty,F,1713,1987
Kaitlyn,F,1707,1987
Taylor,F,1703,1987
Jenny,F,1700,1987
Olivia,F,1694,1987
Kari,F,1671,1987
Priscilla,F,1647,1987
Ana,F,1646,1987
Deanna,F,1638,1987
Paige,F,1637,1987
Barbara,F,1631,1987
Sierra,F,1620,1987
Gabrielle,F,1605,1987
Emma,F,1588,1987
Justine,F,1586,1987
Britney,F,1585,1987
Haley,F,1556,1987
Alexandria,F,1554,1987
Bridget,F,1539,1987
Mayra,F,1513,1987
Kristy,F,1512,1987
Marie,F,1495,1987
Audrey,F,1487,1987
Cristina,F,1479,1987
Chelsey,F,1477,1987
Savannah,F,1469,1987
Adrienne,F,1466,1987
Jacquelyn,F,1464,1987
Briana,F,1449,1987
Kate,F,1448,1987
Angel,F,1445,1987
Autumn,F,1443,1987
Cindy,F,1425,1987
Kristi,F,1419,1987
Carly,F,1412,1987
Jill,F,1410,1987
Grace,F,1376,1987
Kristine,F,1369,1987
Wendy,F,1354,1987
Ashleigh,F,1347,1987
Claire,F,1332,1987
Kasey,F,1315,1987
Janet,F,1312,1987
Michele,F,1310,1987
Claudia,F,1304,1987
Christy,F,1293,1987
Tasha,F,1279,1987
Nina,F,1262,1987
Stefanie,F,1259,1987
Sharon,F,1248,1987
Virginia,F,1246,1987
Cara,F,1231,1987
Aimee,F,1228,1987
Jessie,F,1221,1987
Toni,F,1218,1987
Janelle,F,1217,1987
Adriana,F,1209,1987
Krystle,F,1207,1987
Lydia,F,1206,1987
Ann,F,1205,1987
Deborah,F,1202,1987
Latasha,F,1201,1987
Regina,F,1201,1987
Carla,F,1197,1987
Kelley,F,1197,1987
Tonya,F,1188,1987
Trisha,F,1186,1987
Raquel,F,1170,1987
Lori,F,1169,1987
Sheena,F,1155,1987
Dawn,F,1153,1987
Kellie,F,1152,1987
Carmen,F,1149,1987
Elise,F,1144,1987
Martha,F,1142,1987
Shawna,F,1126,1987
Sophia,F,1122,1987
Jaime,F,1108,1987
Ellen,F,1079,1987
Hillary,F,1079,1987
Nikki,F,1072,1987
Jeanette,F,1065,1987
Randi,F,1062,1987
Abby,F,1051,1987
Robyn,F,1049,1987
Summer,F,1041,1987
Ruth,F,1031,1987
Donna,F,1030,1987
Roxanne,F,1020,1987
Christa,F,1018,1987
Shana,F,1017,1987
Evelyn,F,1012,1987
Amelia,F,1006,1987
Naomi,F,995,1987
Marisa,F,989,1987
Gloria,F,987,1987
Bonnie,F,984,1987
Gabriela,F,980,1987
Jocelyn,F,979,1987
Rosa,F,970,1987
Allyson,F,963,1987
Cheryl,F,960,1987
Mandy,F,958,1987
Mindy,F,957,1987
Suzanne,F,947,1987
Beth,F,930,1987
Bianca,F,919,1987
Anastasia,F,908,1987
Breanna,F,905,1987
Melody,F,905,1987
Paula,F,904,1987
Shelby,F,898,1987
Yolanda,F,897,1987
Diane,F,894,1987
Kirsten,F,891,1987
Keri,F,889,1987
Hayley,F,884,1987
Maggie,F,877,1987
Madeline,F,875,1987
Hilary,F,873,1987
Rachelle,F,873,1987
Tammy,F,867,1987
Karla,F,865,1987
Sylvia,F,863,1987
Joy,F,861,1987
Jade,F,858,1987
Esther,F,850,1987
Karina,F,848,1987
Lacy,F,838,1987
Rose,F,836,1987
Sonia,F,826,1987
Aubrey,F,822,1987
Alexa,F,821,1987
Traci,F,821,1987
Charlotte,F,820,1987
Helen,F,815,1987
Jasmin,F,815,1987
Destiny,F,811,1987
Christie,F,808,1987
Hope,F,808,1987
Tracey,F,807,1987
Frances,F,805,1987
Charlene,F,804,1987
Elyse,F,803,1987
Sheila,F,799,1987
Brittani,F,796,1987
Angelina,F,790,1987
Jodi,F,790,1987
Antoinette,F,788,1987
Cierra,F,784,1987
Shauna,F,774,1987
Daisy,F,771,1987
Ciara,F,770,1987
Alice,F,769,1987
Johanna,F,769,1987
Brianne,F,763,1987
Carol,F,762,1987
Ashton,F,758,1987
Shaina,F,758,1987
Miriam,F,756,1987
Alissa,F,753,1987
Tatiana,F,752,1987
Cortney,F,751,1987
Keisha,F,751,1987
Madison,F,750,1987
Yvette,F,748,1987
Shanna,F,744,1987
Cecilia,F,743,1987
Charity,F,741,1987
Stacie,F,741,1987
Rochelle,F,739,1987
Anita,F,737,1987
Carissa,F,733,1987
Kerri,F,730,1987
Yvonne,F,730,1987
Katharine,F,728,1987
Staci,F,726,1987
Tia,F,722,1987
Elisabeth,F,721,1987
Mackenzie,F,711,1987
Camille,F,707,1987
Kendall,F,702,1987
Ryan,F,698,1987
Clarissa,F,696,1987
Alyson,F,694,1987
Eva,F,694,1987
Leticia,F,693,1987
Kristie,F,689,1987
Tanisha,F,685,1987
Katy,F,674,1987
Jaimie,F,670,1987
Tiara,F,670,1987
Janice,F,669,1987
Kerry,F,669,1987
Elaine,F,668,1987
Leigh,F,668,1987
Jane,F,667,1987
Chasity,F,663,1987
Annie,F,658,1987
Nikita,F,658,1987
Irene,F,653,1987
Meaghan,F,653,1987
Tabatha,F,653,1987
Sydney,F,651,1987
Debra,F,641,1987
Tricia,F,641,1987
Chelsie,F,640,1987
Ruby,F,631,1987
Guadalupe,F,630,1987
Shelly,F,629,1987
Ariel,F,625,1987
Sade,F,625,1987
Elisa,F,624,1987
Ericka,F,624,1987
Alana,F,623,1987
Lyndsey,F,623,1987
Chantel,F,620,1987
Callie,F,617,1987
Sonya,F,617,1987
Dorothy,F,614,1987
Taryn,F,613,1987
Bailey,F,611,1987
Latisha,F,609,1987
Rhonda,F,607,1987
Kaylee,F,604,1987
Caitlyn,F,596,1987
Janay,F,596,1987
Elena,F,591,1987
Lorena,F,589,1987
Patrice,F,588,1987
Annette,F,587,1987
Christian,F,583,1987
Shayla,F,583,1987
Jena,F,582,1987
Jana,F,581,1987
Noelle,F,581,1987
Jackie,F,576,1987
Sandy,F,569,1987
Francesca,F,568,1987
Sherry,F,567,1987
Tessa,F,565,1987
Constance,F,562,1987
Daniela,F,561,1987
Faith,F,561,1987
Joyce,F,561,1987
Shayna,F,560,1987
Maureen,F,553,1987
Mia,F,544,1987
Michael,F,544,1987
Tamika,F,544,1987
Terri,F,541,1987
Hailey,F,538,1987
Lara,F,538,1987
Kayleigh,F,537,1987
Nora,F,536,1987
Michaela,F,535,1987
Marilyn,F,532,1987
Nadia,F,532,1987
Lillian,F,531,1987
India,F,530,1987
Kira,F,530,1987
Sally,F,528,1987
Judith,F,526,1987
Alejandra,F,525,1987
Jami,F,525,1987
Juanita,F,524,1987
Lakeisha,F,524,1987
Ariana,F,523,1987
Ciera,F,520,1987
Laurie,F,519,1987
Rita,F,518,1987
Kathy,F,517,1987
Marisol,F,509,1987
Tierra,F,509,1987
Ashlie,F,508,1987
Connie,F,508,1987
Ashly,F,507,1987
Chloe,F,506,1987
Lucy,F,506,1987
Larissa,F,504,1987
Shelley,F,502,1987
Ashely,F,499,1987
Julianne,F,499,1987
Tori,F,494,1987
Isabel,F,493,1987
Alma,F,492,1987
Kylie,F,492,1987
Marlene,F,492,1987
Maribel,F,491,1987
Alisa,F,489,1987
Brenna,F,489,1987
Leanne,F,489,1987
Jacklyn,F,488,1987
Bridgette,F,487,1987
Esmeralda,F,485,1987
Keshia,F,483,1987
Carolina,F,482,1987
Krystina,F,480,1987
Kyla,F,478,1987
Brandie,F,476,1987
Lynn,F,475,1987
Lesley,F,472,1987
Eileen,F,470,1987
Jazmin,F,470,1987
Celeste,F,467,1987
Joanne,F,466,1987
Chanel,F,465,1987
Jennie,F,465,1987
Belinda,F,464,1987
Natalia,F,463,1987
Norma,F,463,1987
Shirley,F,459,1987
Juliana,F,456,1987
Kassandra,F,456,1987
Rosemary,F,455,1987
Beverly,F,454,1987
Angie,F,452,1987
Elisha,F,450,1987
Serena,F,448,1987
Jenifer,F,447,1987
Laurel,F,447,1987
Tiffani,F,447,1987
Audra,F,446,1987
Octavia,F,446,1987
Jayme,F,444,1987
Marina,F,444,1987
Blair,F,443,1987
Alaina,F,442,1987
Darlene,F,442,1987
Janae,F,442,1987
Trista,F,441,1987
Amie,F,440,1987
Devin,F,440,1987
Genevieve,F,438,1987
Mariah,F,437,1987
Betty,F,435,1987
Josephine,F,434,1987
Iris,F,432,1987
Precious,F,427,1987
Mercedes,F,426,1987
Vivian,F,426,1987
Bobbie,F,423,1987
Kacie,F,423,1987
Maegan,F,420,1987
Lena,F,419,1987
Shantel,F,419,1987
Devon,F,418,1987
Tania,F,417,1987
Simone,F,414,1987
Judy,F,411,1987
Blanca,F,408,1987
Corinne,F,406,1987
Betsy,F,404,1987
Tiana,F,404,1987
Clara,F,402,1987
Karissa,F,402,1987
Savanna,F,402,1987
Leann,F,401,1987
Mollie,F,397,1987
Cassidy,F,395,1987
Asia,F,390,1987
Cristal,F,390,1987
Stephany,F,390,1987
Hollie,F,389,1987
Sadie,F,388,1987
Liliana,F,385,1987
Alysha,F,383,1987
Kala,F,381,1987
Aisha,F,379,1987
Christopher,F,379,1987
Jean,F,379,1987
Susana,F,379,1987
Becky,F,377,1987
Christen,F,376,1987
Chrystal,F,375,1987
Dianna,F,375,1987
Hanna,F,375,1987
Maritza,F,375,1987
Lorraine,F,374,1987
Sherri,F,372,1987
Bobbi,F,371,1987
Ivy,F,371,1987
Christin,F,370,1987
Margarita,F,368,1987
Daniella,F,367,1987
Deidre,F,367,1987
Chandra,F,365,1987
Terra,F,365,1987
Alyse,F,364,1987
Arlene,F,364,1987
Lacie,F,364,1987
Marquita,F,364,1987
Breanne,F,363,1987
Alecia,F,362,1987
Dayna,F,360,1987
Alycia,F,359,1987
Gretchen,F,359,1987
Talia,F,359,1987
Brittni,F,357,1987
Kristal,F,356,1987
Lea,F,356,1987
Adrian,F,355,1987
Joann,F,355,1987
Jolene,F,355,1987
Justina,F,355,1987
Lora,F,351,1987
Mandi,F,351,1987
Racheal,F,349,1987
Raven,F,348,1987
Casandra,F,347,1987
Desirae,F,347,1987
Luz,F,347,1987
Kali,F,346,1987
Kelsie,F,345,1987
Gabriella,F,344,1987
Antonia,F,343,1987
Janine,F,343,1987
Jeannette,F,343,1987
Arielle,F,341,1987
Chantal,F,341,1987
Latonya,F,341,1987
Janna,F,340,1987
Stevie,F,340,1987
Lyndsay,F,337,1987
Tameka,F,337,1987
Noel,F,336,1987
Tiffanie,F,334,1987
Leanna,F,332,1987
Channing,F,330,1987
Corey,F,330,1987
Lucia,F,330,1987
Ayla,F,329,1987
Celia,F,329,1987
Jazmine,F,329,1987
Abbey,F,327,1987
Cherie,F,327,1987
Rocio,F,327,1987
Teri,F,326,1987
Kacey,F,324,1987
Lana,F,324,1987
Nadine,F,324,1987
Lynette,F,323,1987
Cori,F,322,1987
Jesse,F,322,1987
Kyle,F,320,1987
Jerrica,F,318,1987
Gwendolyn,F,317,1987
Kaila,F,317,1987
Angelique,F,316,1987
Adrianne,F,315,1987
Britni,F,315,1987
Paris,F,315,1987
Edith,F,314,1987
Sofia,F,314,1987
Ashli,F,313,1987
Roxana,F,313,1987
Dina,F,312,1987
Janette,F,312,1987
Maricela,F,312,1987
Marisela,F,311,1987
Lashonda,F,310,1987
Sheri,F,308,1987
Kristyn,F,307,1987
Krysta,F,307,1987
Lily,F,307,1987
Marianne,F,306,1987
Mckenzie,F,305,1987
Sonja,F,304,1987
Elissa,F,303,1987
Rosanna,F,303,1987
Shari,F,303,1987
Adrianna,F,302,1987
Roxanna,F,301,1987
Alysia,F,299,1987
Melisa,F,298,1987
Tracie,F,298,1987
Maranda,F,296,1987
Shanika,F,296,1987
Kassie,F,294,1987
Katlyn,F,294,1987
Kimberley,F,294,1987
Eliza,F,293,1987
Kourtney,F,293,1987
Myra,F,292,1987
Domonique,F,291,1987
Cayla,F,290,1987
Kaleigh,F,290,1987
Eleanor,F,289,1987
Latrice,F,289,1987
Phylicia,F,289,1987
Bernadette,F,288,1987
Joelle,F,288,1987
Maya,F,288,1987
Shante,F,288,1987
Kaci,F,287,1987
Laci,F,287,1987
Matthew,F,287,1987
Alanna,F,286,1987
Billie,F,284,1987
Marcia,F,284,1987
Jody,F,282,1987
Julianna,F,282,1987
Cheyenne,F,281,1987
Janel,F,280,1987
Joan,F,279,1987
Kim,F,279,1987
Kylee,F,279,1987
Jessika,F,278,1987
Lakeshia,F,278,1987
Emilie,F,277,1987
Kimberlee,F,277,1987
Corina,F,275,1987
Britany,F,274,1987
Kaley,F,274,1987
Cari,F,273,1987
Brittanie,F,272,1987
Jodie,F,272,1987
Joshua,F,272,1987
Debbie,F,271,1987
Deidra,F,271,1987
Felisha,F,271,1987
Lakisha,F,271,1987
Leeann,F,271,1987
Maura,F,271,1987
Allie,F,269,1987
Loretta,F,269,1987
Mara,F,269,1987
Janie,F,268,1987
Dominque,F,267,1987
Fatima,F,267,1987
Alesha,F,265,1987
Gillian,F,264,1987
Silvia,F,264,1987
Daniel,F,263,1987
Giselle,F,263,1987
Maryann,F,263,1987
Rhiannon,F,262,1987
Georgia,F,261,1987
Roberta,F,261,1987
Yasmin,F,260,1987
Araceli,F,259,1987
Chantelle,F,259,1987
Diamond,F,259,1987
Kandice,F,259,1987
Martina,F,259,1987
Ali,F,258,1987
Beatriz,F,258,1987
Cameron,F,258,1987
Chiquita,F,258,1987
Nicolette,F,258,1987
Katelin,F,257,1987
Shamika,F,257,1987
Fallon,F,255,1987
Kristian,F,254,1987
Justin,F,253,1987
Aurora,F,252,1987
David,F,252,1987
Lizette,F,252,1987
Marjorie,F,252,1987
Tyler,F,252,1987
Kenya,F,251,1987
Loren,F,250,1987
Marsha,F,250,1987
